,AUTORID,IDPARIDADE,TIPOPRODUCAO,NOMECOMPLETODOSAUTORES,NOMEPARACITACAO,ORDEMIDCNPQ,ORDEMDEAUTORIA,NOMEGRANDEAREADOCONHECIMENTO1,NOMEDAAREADOCONHECIMENTO1,NOMEDASUBAREADOCONHECIMENTO1,NOMEDAESPECIALIDADE1,NOMEGRANDEAREADOCONHECIMENTO2,NOMEDAAREADOCONHECIMENTO2,NOMEDASUBAREADOCONHECIMENTO2,NOMEDAESPECIALIDADE2,NOMEGRANDEAREADOCONHECIMENTO3,NOMEDAAREADOCONHECIMENTO3,NOMEDASUBAREADOCONHECIMENTO3,NOMEDAESPECIALIDADE3,TIPO,TITULODOCAPITULODOLIVRO,ANO,PAISDEPUBLICACAO,IDIOMA,MEIODEDIVULGACAO,HOMEPAGEDOTRABALHO,FLAGRELEVANCIA,DOI,TITULODOCAPITULODOLIVROINGLES,FLAGDIVULGACAOCIENTIFICA,TITULODOLIVRO,NUMERODEVOLUMES,PAGINAINICIAL,PAGINAFINAL,ISBN,ORGANIZADORES,NUMERODAEDICAOREVISAO,NUMERODASERIE,CIDADEDAEDITORA,NOMEDAEDITORA,PALAVRACHAVE1,PALAVRACHAVE2,PALAVRACHAVE3,PALAVRACHAVE4,PALAVRACHAVE5,PALAVRACHAVE6,SETORDEATIVIDADE1,SETORDEATIVIDADE2,SETORDEATIVIDADE3,ID
35,41066401336527,4,CAPITULO-DE-LIVRO-PUBLICADO,Ivan Vale de Sousa|,"SOUSA, I. V.|",0041066401336527|,1|,LINGUISTICA_LETRAS_E_ARTES,,Lingüística Aplicada,,,,,,,,,,Capítulo de livro publicado,Histórias em Quadrinhos e mediação pedagógica no resgate de valores éticos no Ensino Básico,2016,Brasil,Português,MEIO_DIGITAL,http://atenaeditora.com.br/ebooks/E-bookCompilacao_Linguistica.pdf,NAO,,Histórias em Quadrinhos e mediação pedagógica no resgate de valores éticos no Ensino Básico,NAO,Compilação Linguística,01,146,163.0,9788593243080,Ivan Vale de Sousa,737,737.0,Curitiba,Atena,2018-08-02T21:03:31.770Z,,,,,,,,,36
36,41020568775520,5,CAPITULO-DE-LIVRO-PUBLICADO,Andityas Soares de Moura Costa Matos|,"MATOS, A. S. M. C.|",|,1|,CIENCIAS_SOCIAIS_APLICADAS,,Teoria do Direito,Filosofia do Direito,CIENCIAS_HUMANAS,Ciência Política,Filosofia Política,,CIENCIAS_SOCIAIS_APLICADAS,Direito,Teoria do Direito,,Capítulo de livro publicado,Copa do Mundo e estado de exceção: uma leitura a partir de um paradigma da normalidade,2016,Brasil,Português,MEIO_DIGITAL,http://www.amazon.com/Copa-Mundo-Estado-Exce%C3%A7%C3%A3o-resist%C3%AAncias-ebook/dp/B01CTFBB42/ref=sr_1_1?ie=UTF8&amp;qid=1458129105&amp;sr=8-1&amp;keywords=andityas,NAO,,,NAO,Copa do Mundo e estado de exceção: desvio autoritário e resistências populares na pátria das chuteiras,1,31,52.0,9788564912557,Andityas Soares de Moura Costa Matos,1,,Belo Horizonte,Initia Via,2018-08-02T21:03:31.772Z,,,,,,,,,37
37,41020568775520,6,CAPITULO-DE-LIVRO-PUBLICADO,Andityas Soares de Moura Costa Matos|,"MATOS, A. S. M. C.|",|,1|,CIENCIAS_SOCIAIS_APLICADAS,,Teoria do Direito,Filosofia do Direito,CIENCIAS_SOCIAIS_APLICADAS,Direito,Teoria do Direito,,CIENCIAS_SOCIAIS_APLICADAS,Direito,Direito Público,Teoria do Estado,Capítulo de livro publicado,A norma fundamental como instância de auto-esclarecimento da prática jurídica,2016,Brasil,Português,IMPRESSO,http://www.arraeseditores.com.br/a-relevancia-pratica-da-teoria-do-direito.html,NAO,,,NAO,A relevância prática da teoria do direito,,133,160.0,9788582381991,Dimitri Dimoulis,1,,Belo Horizonte,Arraes,2018-08-02T21:03:31.772Z,,,,,,,,,38
38,41020568775520,7,CAPITULO-DE-LIVRO-PUBLICADO,Andityas Soares de Moura Costa Matos|,"MATOS, A. S. M. C.|",|,1|,CIENCIAS_SOCIAIS_APLICADAS,,Teoria do Direito,Filosofia do Direito,CIENCIAS_HUMANAS,Ciência Política,Filosofia Política,,LINGUISTICA_LETRAS_E_ARTES,Artes,Cinema,Interpretação Cinematográfica,Capítulo de livro publicado,O estado de exceção efetivo e a violência pura no pensamento de Walter Benjamin: aproximações e aplicações,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,"Literatura, direito e justiça",,13,34.0,9788566019315,Anna Cecília Santos Chaves; Paulo Roberto Barreto Caetano,1,,Belo Horizonte,Crivo,2018-08-02T21:03:31.773Z,,,,,,,,,39
39,43607985609560,8,CAPITULO-DE-LIVRO-PUBLICADO,Jacyntho José Lins Brandão|,"BRANDÃO, Jacyntho Lins|",0043607985609560|,1|,LINGUISTICA_LETRAS_E_ARTES,,Literaturas Clássicas,,,,,,,,,,Capítulo de livro publicado,"Destinatários internos, destinatários externos: o gênero apologia",2016,Brasil,Português,VARIOS,,NAO,,,NAO,Discurso e argumentação em múltiplos enfoques,,61,72.0,9789898377920,Eduardo Lopes Piris; Moisés Olímpio Ferreira,1,,Coimbra (Portugal),Gráfico Editor,2018-08-02T21:03:31.773Z,,,,,,,,,40
40,43607985609560,9,CAPITULO-DE-LIVRO-PUBLICADO,Jacyntho José Lins Brandão|,"BRANDÃO, Jacyntho Lins|",0043607985609560|,1|,LINGUISTICA_LETRAS_E_ARTES,,Literatura Comparada,,LINGUISTICA_LETRAS_E_ARTES,Letras,Literaturas Clássicas,,LINGUISTICA_LETRAS_E_ARTES,Letras,Literatura Francesa,,Capítulo de livro publicado,Romance filosófico e experimentação mental,2016,Brasil,Português,MEIO_DIGITAL,,NAO,,,NAO,Variações sobre o romance,1,158,180.0,9788565130196,"WERKEMA, Andréa Sirihal; SOARES, Marcus Vinicius Nogueira; ARAÚJO, Nabil",1,,Rio de Janeiro,Edições Makunaima,2018-08-02T21:03:31.774Z,,,,,,,,,41
41,47311834755631,3171,CAPITULO-DE-LIVRO-PUBLICADO,Valmin Ramos Silva| Janine Pereira da Silva| Gustavo Carreiro Pinasco| Patrícia Casagrande Dias de Almeida| Christina Cruz Hegner|,"SILVA, V. R.| SILVA ,SP| Pinasco GC| ALMEIDA, PATRICIA CASAGRANDE DIAS DE| Hegner CC|",| | | | |,1| 2| 3| 4| 5|,,,,,,,,,,,,,Capítulo de livro publicado,Síndrome metabólica em crianças e adolescentes.,2016,Brasil,Português,IMPRESSO,,SIM,,,NAO,Síndrome metabólica em crianças e adolescentes.,1,9,32.0,0123456789000,PROPED Programa de Atualização em terapêutica Pediátrica,1,,Porto Alegre,PROPED,2018-08-02T21:07:51.808Z,,,,,,,,,42
42,55547328584046,3172,CAPITULO-DE-LIVRO-PUBLICADO,Luciana Melo Coelho| Diego Rocha Pessoa| Nivia Maria Melo Coelho| Kenia M. Oliveira| Licia A. da Silva|,"COELHO, Luciana Melo| PESSOA, D. R.| COELHO, NÍVIA M. M.| OLIVEIRA, K. M.| SILVA, L. A.|",0074807107314789| | | | |,1| 2| 3| 4| 5|,,,,,,,,,,,,,Capítulo de livro publicado,Potential Exposure and Risk Associated with Metal Contamination in Foods,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,"Significance, Prevention and Control of Food Related Diseases",,99,,9789535146070,,1,,,,2018-08-02T21:07:51.809Z,,,,,,,,,43
43,62926012912448,1020,CAPITULO-DE-LIVRO-PUBLICADO,Rodrigo Dias de Oliveira Carvalho| Vasco Azevedo| Fillipe Luiz Rosa do Carmo| Pamela del Carmen Mancha Agresti| Marcela Santiago Pacheco de Azevedo| Cassiana S Sousa| Sara Heloisa SIlva| Tessália Diniz Luerce Saraiva| Mariana M Drumond| B C Silva|,"CARVALHO, R. D. O.| AZEVEDO, V.| CARMO, F. L. R.;ROSA DO CARMO, FILLIPE LUIZ;DO CARMO, FILLIPE L. R.;ROSA DO CARMO, FILLIPE;DO CARMO, FILLIPE LUIZ ROSA| Agresti, P. C. M.| AZEVEDO, M. S. P.| SOUSA, C. S.| SILVA, S. H.| Saraiva, T. D. L.| DRUMOND, M. M.| SILVA, B. C.|",| | 0062926012912448| | | | | | | |,1| 10| 2| 3| 4| 5| 6| 7| 8| 9|,,,,,,,,,,,,,Capítulo de livro publicado,Novel Biotechnological and Therapeutic Applications for Wild type and Genetically Engineered Lactic Acid Bacteria.,2016,Estados Unidos,Inglês,IMPRESSO,,NAO,,,NAO,Fermented foods of Latin America: from traditional knowledge to innovative Applications.,1,295,323.0,9781498738118,,1,,Boca Raton,CRC Press,,,,,,,,,,44
44,66068726546765,1026,CAPITULO-DE-LIVRO-PUBLICADO,Mila Batista Leite Corrêa da Costa| Liana Portilho Mattos|,"COSTA, Mila Batista Leite Corrêa da| MATTOS, Liana Portilho|",0066068726546765| 6739512838434430|,1| 2|,CIENCIAS_SOCIAIS_APLICADAS,,Responsabilidade Territorial,,CIENCIAS_SOCIAIS_APLICADAS,Direito,Mais-valias Imobiliárias,,CIENCIAS_SOCIAIS_APLICADAS,Direito,Poder Público,,Capítulo de livro publicado,Breve reflexão sobre recuperação de mais-valias imobiliárias pelo Poder Público no Brasil à luz do imperativo da responsabilidade territorial,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,Cidade e alteridade: convivência multicultural e justiça urbana,,73,83.0,9788584253456,Miracy Barbosa de Souza Gustin; Fernanda de Lazari Cardoso Mundim; Aline Rose Barbosa Pereira,1,,Belo Horizonte,Editora D?Plácido,,,,,,,,,,45
45,66946030381787,1027,CAPITULO-DE-LIVRO-PUBLICADO,Paula Guimarães Simões| Juliana da Silva Ferreira|,"SIMOES, P. G.| FERREIRA, J. S.|",9400218205896772| 0066946030381787|,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,O suicídio de Walmor Chagas: acontecimento e contexto social contemporâneo,2016,Brasil,Português,MEIO_DIGITAL,http://www.lasics.uminho.pt/ojs/index.php/cecs_ebooks/issue/view/208,SIM,,,NAO,Figurações da morte nos média e na cultura: entre o estranho e o familiar,,131,144.0,9789898600615,"Moisés de Lemos Martins, Maria da Luz Correia, Paulo Bernardo Vaz &amp; Elton Antunes",1,,"Braga, Portugal",CECS/Uminho,,,,,,,,,,46
46,66532113124336,10,CAPITULO-DE-LIVRO-PUBLICADO,Rodolfo Novellino Benda|,"BENDA, R. N.|",|,1|,,,,,,,,,,,,,Capítulo de livro publicado,APRENDIZAGEM MOTORA E O ENSINO DO HANDEBOL,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,Aprendizagem Motora e o Ensino do Esporte,1,197,208.0,9788521210214,Go Tani; Umberto Cesar Corrêa,1,1.0,São Paulo,Blucher,2018-08-02T21:03:31.776Z,,,,,,,,,47
47,66532113124336,3173,CAPITULO-DE-LIVRO-PUBLICADO,Luciano Basso| Fernando Garbeloto dos Santos| Rodolfo Novellino Benda|,"BASSO, L.| SANTOS, F. G.| BENDA, R. N.|",7953995903257137| | |,1| 2| 3|,,,,,,,,,,,,,Capítulo de livro publicado,Estudo do desenvolvimento motor: tendências e perspectivas,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,"Comportamento Motor: conceitos, estudos e aplicações",1,25,30.0,9788527730471,Go Tani,1,1.0,Rio de Janeiro,Guanabara Koogan,2018-08-02T21:07:51.810Z,,,,,,,,,48
48,66532113124336,1022,CAPITULO-DE-LIVRO-PUBLICADO,Rodolfo Novellino Benda| Umberto Cesar Corrêa| Herbert Ugrinowitsch| Natália Fontes Alves Ambrósio| Go Tani|,"BENDA, R. N.| CORRÊA, U. C.| UGRINOWITSCH, H.| AMBROSIO, N. F. A.| TANI, G.|",| 9814671278428889| 2376380229261807| | 0577522303896168|,1| 2| 3| 4| 5|,,,,,,,,,,,,,Capítulo de livro publicado,Variabilidade e processo adaptativo em aprendizagem motora,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,"Comportamento Motor: conceitos, estudos e aplicações",1,33,39.0,9788527730471,Go Tani,1,1.0,Rio de Janeiro,Guanabara Koogan,,,,,,,,,,49
49,66532113124336,1023,CAPITULO-DE-LIVRO-PUBLICADO,Herbert Ugrinowitsch| Rodolfo Novellino Benda| Umberto Cesar Corrêa| Go Tani|,"UGRINOWITSCH, H.| BENDA, R. N.| CORRÊA, U. C.| TANI, G.|",2376380229261807| | 9814671278428889| 0577522303896168|,1| 2| 3| 4|,,,,,,,,,,,,,Capítulo de livro publicado,Tipos de perturbação e processo adaptativo em aprendizagem motora,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,"Comportamento Motor: conceitos, estudos e aplicações",1,41,45.0,9788527730471,Go Tani,1,1.0,Rio de Janeiro,Guanabara Koogan,,,,,,,,,,50
50,66532113124336,1023,CAPITULO-DE-LIVRO-PUBLICADO,Umberto Cesar Corrêa| Herbert Ugrinowitsch| Rodolfo Novellino Benda| Go Tani|,"CORRÊA, U. C.| UGRINOWITSCH, H.| BENDA, R. N.| TANI, G.|",9814671278428889| 2376380229261807| | 0577522303896168|,1| 2| 3| 4|,,,,,,,,,,,,,Capítulo de livro publicado,Estrutura de prática e processo adaptativo em aprendizagem motora,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,"Comportamento Motor: conceitos, estudos e aplicações",1,71,73.0,9788527730471,Go Tani,1,1.0,Rio de Janeiro,Guanabara Koogan,,,,,,,,,,51
51,66532113124336,3174,CAPITULO-DE-LIVRO-PUBLICADO,Umberto Cesar Corrêa| Rodolfo Novellino Benda| Go Tani|,"CORRÊA, U. C.| BENDA, R. N.| TANI, G.|",9814671278428889| | 0577522303896168|,1| 2| 3|,,,,,,,,,,,,,Capítulo de livro publicado,Controle motor e tomada de decisão na execução de habilidades motora,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,"Comportamento Motor: conceitos, estudos e aplicações",1,249,252.0,9788527730471,Go Tani,1,1.0,Rio de Janeiro,Guanabara Koogan,2018-08-02T21:07:51.810Z,,,,,,,,,52
52,68257372852384,3175,CAPITULO-DE-LIVRO-PUBLICADO,Frederico Couto Marinho| Rafael Lacerda Silveira Rocha| Cinthia Lopes de Barros Santos| Andréa Maria Silveira|,"MARINHO FC| ROCHA, R. L. S.| SANTOS, C. L. B.| SILVEIRA, A. M.|",| | | |,1| 2| 3| 4|,CIENCIAS_HUMANAS,,,,CIENCIAS_HUMANAS,Sociologia,Sociologia da violência,,CIENCIAS_HUMANAS,Sociologia,Sociologia Urbana,,Capítulo de livro publicado,A CONTRIBUIÇÃO DOS INDICADORES DE DESEMPENHO NA CONSOLIDAÇÃO DOS PROJETOS MULHERES DA PAZ E PROTEJO NA PREVENÇÃO E REDUÇÃO DA VIOLÊNCIA,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,Coleção Pensando a Segurança Pública Volume 7,7,155,180.0,9788555060502,"Ana Carolina Cambeses Pareschi, Cíntia Liara Engel, Gustavo Camilo Baptista e Alex Jorge das Neves",1,,BRASÍLIA,"Ministério da Justiça e Cidadania, Secretaria Nacional de Segurança Pública",2018-08-02T21:07:51.812Z,,,,,,,,,53
53,68257372852384,3176,CAPITULO-DE-LIVRO-PUBLICADO,Maria de Fátima Abreu| Elza Machado de Melo| Andréa Maria Silveira|,"ABREU, M. F.| MELO, E. M.| SILVEIRA, A. M.|",| 1011114159654816| |,1| 2| 3|,CIENCIAS_SOCIAIS_APLICADAS,,,,,,,,,,,,Capítulo de livro publicado,Participação popular e o aprimoramento das políticas públicas em Belo Horizonte,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,Promoção da Saúde: Autonomia e Mudança,1,77,89.0,9788584500161,Elza Machado de Melo;Jandira Maciel da Silva;Marco Akerman;Soraya Almeida Belisário,1,,Belo Horizonte,Folium,2018-08-02T21:07:51.813Z,,,,,,,,,54
54,68257372852384,3177,CAPITULO-DE-LIVRO-PUBLICADO,Paulo César Machado Pereira| Andréa Maria Silveira|,"PEREIRA, P. C. M.| SILVEIRA, A. M.|",| |,1| 2|,CIENCIAS_DA_SAUDE,,,,,,,,,,,,Capítulo de livro publicado,A Participação Social como Fator de Promoção da Saúde: A efetividade das propostas do Planejamento Participativo Regionalizado em Belo Horizonte/MG para a política setorial da saúde,2016,Brasil,Português,MEIO_DIGITAL,,NAO,,,NAO,Promoção de Saúde:Autonomia e Mudança,1,90,104.0,9788584500161,Elza Machado de Melo;Jandira Maciel da Silva;Marco Akerman;Soraya Almeida Belisário,1,,Belo Horizonte,Folium,2018-08-02T21:07:51.813Z,,,,,,,,,55
55,68257372852384,3178,CAPITULO-DE-LIVRO-PUBLICADO,Rejane Aparecida Alves| Lauriza Maria Nunes Pinto| Andréa Maria Silveira| Graziella Lage Oliveira| Elza Machado de Melo|,"ALVES, R. A.| PINTO, L. M. N.| SILVEIRA, A. M.| OLIVEIRA, G. L.| MELO, E. M.|",| 2041247021817632| | 6351531097754840| 1011114159654816|,1| 2| 3| 4| 5|,CIENCIAS_DA_SAUDE,,,,,,,,,,,,Capítulo de livro publicado,"Homens, vítimas e autores de violência: a corrosão do espaço público e a perda da condição humana",2016,Brasil,Português,MEIO_DIGITAL,,NAO,,,NAO,Promoção da Saúde: Autonomia e Mudança,1,301,317.0,9788584500161,,1,,Belo Horizonte,Folium,2018-08-02T21:07:51.814Z,,,,,,,,,56
56,311109427821243,33,CAPITULO-DE-LIVRO-PUBLICADO,Lucia Castello Branco|,"BRANCO, L. C.|",0311109427821243|,1|,LINGUISTICA_LETRAS_E_ARTES,,Literatura Brasileira,,,,,,,,,,Capítulo de livro publicado,Viajante-caminhante das quebradas de além-mar - Poema,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,"Revista Literária 50 - Edição comemorativa dos 50 Anos da Revista Literária da UFMG, Faculdade de Letras da UFMG",,148,149.0,9788577583003,Fernanda Goulart e Luis Alberto Brandão,1,,Belo Horizonte,Faculdade de Letras da UFMG,2018-08-02T21:03:31.792Z,,,,,,,,,57
57,318373375739162,3209,CAPITULO-DE-LIVRO-PUBLICADO,Adriano Lopes Sobrinho| Margarida Borghoff|,"LOPES SOBRINHO, A.| BORGHOFF, M.|",0318373375739162| |,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,Lune d'Octobre de Heitor Villa-Lobos: o piano imagético na canção impressionista e brasileira,2016,Brasil,Português,MEIO_DIGITAL,http://www.musica.ufmg.br/selominasdesom/?page_id=157,SIM,,,NAO,Diálogos Musicais da Pós: Práticas de Performance,1,78,90.0,9878560488117,"BORÉM, Fausto; MONTEIRO DE CASTRO, Luciana",1,,Belo Horizonte,"UFMG, Selo Minas de Som",2018-08-02T21:07:51.841Z,,,,,,,,,58
58,318546244386426,3210,CAPITULO-DE-LIVRO-PUBLICADO,Maria de Fátima Araújo Vieira| Ilda de Fátima Ferreira Tinôco| Múcio André dos Santos Alves Mendes| Kelle Pardim de Oliveira| DIOGO JOSÉ DE REZENDE COELHO| Maria Clara de Carvalho Guimarães| Irene Menegali|,"VIEIRA, M. F. A.| TINOCO, I. F. F.| MENDES, M. A. S. A.| OLIVEIRA, K. P.| COELHO, D. J. R.| GUIMARÃES, M.C.C.| MENEGALI, I.|",0318546244386426| 5167484637971756| | | | | |,1| 2| 3| 4| 5| 6| 7|,,,,,,,,,,,,,Capítulo de livro publicado,Efeitos da temperatura sobre a produção e qualidade de ovos - revisão,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,Ambiência e engenharia na produção animal sustentável: condições de climas quente e temperado,1,268,271.0,9788581791074,Ilda de Fátima Ferreira Tinôco; Marcos Oliveira de Paula; Cecília de Fátima Souza; Fernando da Costa Baêta,1,,"Viçosa, MG",Suprema,2018-08-02T21:07:51.841Z,,,,,,,,,59
59,318546244386426,1084,CAPITULO-DE-LIVRO-PUBLICADO,Leonardo França da Silva| Irene Menegali| Erica Viviane Santos| Lucas Miranda Mendes| Maria de Fátima Araújo Vieira|,"SILVA, L. F.| MENEGALI, I.| SANTOS, E. V.| MENDES, L. M.| VIEIRA, M. F. A.|",| | | | 0318546244386426|,1| 2| 3| 4| 5|,,,,,,,,,,,,,Capítulo de livro publicado,Diagnostico das variáveis climáticas e de gases tóxicos na criação de frangos de corte no norte de Minas Gerais,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,Ambiência e engenharia na produção animal sustentável: condições de climas quente e temperado,1,227,230.0,9788581791074,Ilda de Fátima Ferreira Tinôco; Marcos Oliveira de Paula; Cecília de Fátima Souza; Fernando da Costa Baêta,1,,"Viçosa, MG",Suprema,,,,,,,,,,60
60,318546244386426,1085,CAPITULO-DE-LIVRO-PUBLICADO,Leonardo França da Silva| Irene Menegali| Alcinei Místico Azevedo| Emília Pereira Fernandes da Silva|,"SILVA, L. F.| MENEGALI, I.| AZEVEDO, A. M.| SILVA, E. P. F.|",| | | |,1| 2| 3| 4|,,,,,,,,,,,,,Capítulo de livro publicado,Diagnóstico da qualidade do ar na produção de aves de postura na região Norte de Minas Gerais,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,Ambiência e engenharia na produção animal sustentável: condições de climas quente e temperado,1,223,226.0,9788581791074,Ilda de Fátima Ferreira Tinôco; Marcos Oliveira de Paula; Cecília de Fátima Souza; Fernando da Costa Baêta,1,,,,,,,,,,,,,61
61,318546244386426,1086,CAPITULO-DE-LIVRO-PUBLICADO,Laila Tupinambá Mota| Irene Menegali| Bruno Alexander Nunes Silva| Leonardo França da Silva|,"MOTA, L. T.| MENEGALI, I.| SILVA, B. A. N.| SILVA, L. F.|",| | | |,1| 2| 3| 4|,,,,,,,,,,,,,Capítulo de livro publicado,Diagnóstico da qualidade das instalações da maternidade suinicola na fazenda experimental visando melhorias nos índices de conforto,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,Ambiência e engenharia na produção animal sustentável: condições de climas quente e temperado,1,219,222.0,9788581791074,Ilda de Fátima Ferreira Tinôco; Marcos Oliveira de Paula; Cecília de Fátima Souza; Fernando da Costa Baêta,1,,"Viçosa, MG",Suprema,,,,,,,,,,62
62,318546244386426,1086,CAPITULO-DE-LIVRO-PUBLICADO,Laila Tupinambá Mota| Irene Menegali| Bruno Alexander Nunes Silva| Leonardo França da Silva|,"MOTA, L. T.| MENEGALI, I.| SILVA, B. A. N.| SILVA, L. F.|",| | | |,1| 2| 3| 4|,,,,,,,,,,,,,Capítulo de livro publicado,Diagnóstico da qualidade das instalações da creche suinícola na fazenda experimental visando melhorias nos índices de conforto,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,Ambiência e engenharia na produção animal sustentável: condições de climas quente e temperado,1,215,218.0,9788581791074,Ilda de Fátima Ferreira Tinôco; Marcos Oliveira de Paula; Cecília de Fátima Souza; Fernando da Costa Baêta,1,,"Viçosa, MG",Suprema,,,,,,,,,,63
63,318546244386426,3211,CAPITULO-DE-LIVRO-PUBLICADO,Deborah Cunha Cassuce| Maria de Fátima Araújo Vieira| Ilda de Fátima Ferreira Tinôco| Maria Clara de Carvalho Guimarães| Irene Menegali| Múcio André dos Santos Alves Mendes| DIOGO JOSÉ DE REZENDE COELHO|,"CASSUCE, D. C.| VIEIRA, M. F. A.| TINÔCO, I. F. F.| GUIMARÃES, M. C. C.| MENEGALI, I.| MENDES, M. A. S. A.| COELHO, D. J. R.|",0318546244386426| 0318546244386426| | 0318546244386426| | | |,1| 2| 3| 4| 5| 6| 7|,,,,,,,,,,,,,Capítulo de livro publicado,Tipologias construtivas dos aviários de postura praticados no Brasil - revisão.,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,Ambiência e engenharia na produção animal sustentável: condições de climas quente e temperado,1,566,569.0,9788581791074,Ilda de Fátima Ferreira Tinôco; Marcos Oliveira de Paula; Cecília de Fátima Souza; Fernando da Costa Baêta.,1,,"Viçosa, MG",Suprema,2018-08-02T21:07:51.842Z,,,,,,,,,64
64,324787216120971,1089,CAPITULO-DE-LIVRO-PUBLICADO,Álisson Carvalho Berbert| Edson Queiroz de Andrade|,"BERBERT, A. C.| ANDRADE, E. Q.|",| |,1| 2|,LINGUISTICA_LETRAS_E_ARTES,,Música,,LINGUISTICA_LETRAS_E_ARTES,Artes,Música,Instrumentação Musical,,,,,Capítulo de livro publicado,O estudo da quarta corda no violino na Variação Barucabà nº27 de Niccolò Paganini,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,Diálogos Musicais da Pós: Práticas de Performance,1,107,116.0,9878560488117,Fausto Borém; Luciana Monteiro de Castro,1,,Belo Horizonte,Selo Minas de Som,,,,,,,,,,65
65,324787216120971,1090,CAPITULO-DE-LIVRO-PUBLICADO,Bruna Caroline de Souza| Edson Queiroz de Andrade|,"SOUZA, B. C.| ANDRADE, E. Q.|",| |,1| 2|,LINGUISTICA_LETRAS_E_ARTES,,Música,,LINGUISTICA_LETRAS_E_ARTES,Artes,Música,Instrumentação Musical,,,,,Capítulo de livro publicado,Princípios posturais do arco de violino nas Escolas Nacionais de Violino entre os séculos XVIII e XX,2016,Brasil,Português,IMPRESSO,,NAO,,,NAO,Diálogos Musicais da Pós: Práticas de Performance,1,117,131.0,9878560488117,Fausto Borém; Luciana Monteiro de Castro,1,,Belo Horizonte,Selo Minas de Som,,,,,,,,,,66
66,332202889630507,3212,CAPITULO-DE-LIVRO-PUBLICADO,Alex Sandro Gomes Pessoa| Renata Maria Coimbra Libório|,"PESSOA, A. S. G.| Renata Maria Coimbra|",| |,1| 2|,,,,,,,,,,,,,Capítulo de livro publicado,Resiliência e envelhecimento:pressupostos teóricos para uma perspectiva não patologizada,2016,Brasil,Português,NAO_INFORMADO,,NAO,,,NAO,Envelhecimento Humano,,138,147.0,9788579540981,"Montiel, J.L ; Martinelli, J.E ; Bartholomeu, D.; Cecato, J.F.",1,,São Paulo,Memnon,2018-08-02T21:07:51.843Z,,,,,,,,,67
67,335318725008847,1092,CAPITULO-DE-LIVRO-PUBLICADO,Dante Galileu Guedes Duarte| Maurício Viotti Daker| Leandro Boson Gambogi|,"DUARTE, DANTE G.| DAKER, M. V.| GAMBOGI, L. B.|",| | |,1| 2| 3|,CIENCIAS_DA_SAUDE,,Psiquiatria,,,,,,,,,,Capítulo de livro publicado,TRANSTORNOS DE SINTOMAS SOMÁTICOS E TRANSTORNOS RELACIONADOS EM IDOSOS,2016,Brasil,Português,VARIOS,www.grupoa.com.br,NAO,,TRANSTORNOS DE SINTOMAS SOMÁTICOS E TRANSTORNOS RELACIONADOS EM IDOSOS,NAO,Psiquiatria Geriátrica,1,311,322.0,9788582719,Leonardo Caixeta,1,1.0,Porto Alegre,Artmed,,,,,,,,,,68
68,337298986758201,3213,CAPITULO-DE-LIVRO-PUBLICADO,Cláudia Machado Siqueira| Maria do Carmo Mangelli Ferreira| Luciana Mendonça Alves|,"SIQUEIRA, C. M.| FERREIRA, M. C. M.| ALVES, Luciana Mendonça|",| | |,1| 2| 3|,CIENCIAS_DA_SAUDE,,,,CIENCIAS_DA_SAUDE,Medicina,Saúde Materno-Infantil,,,,,,Capítulo de livro publicado,Baixo desempenho escolar,2016,Brasil,Português,IMPRESSO,,NAO,,Baixo desempenho escolar,NAO,Pediatria Ambulatorial - Instituto de Medicina Integral Prof. Fernando Filgueira,1,651,660.0,9788583690214,"Lima, Eduardo Jorge da Fonseca; Souza, Márcio Fernando Tavares; Britto, Rita de Cássia Coelho Moraes",2,1.0,Rio de Janeiro,Medbook,2018-08-02T21:07:51.844Z,,,,,,,,,69
